Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
District 79,Gender by Ethnicity,Female Asian,"2,004",5 year June,26,10,38.5,10,38.5,100,7,26.9,70,3,11.5,30,0,0,0,5,19.2,10,38.5,0,0,1,3.8
District 79,Gender by Ethnicity,Female Asian,"2,003",5 year June,123,69,56.1,49,39.8,71,31,25.2,44.9,18,14.6,26.1,20,16.3,29,9,7.3,44,35.8,1,0.8,0,0
District 79,Gender by Ethnicity,Female Asian,"2,002",5 year June,210,83,39.5,50,23.8,60.2,5,2.4,6,45,21.4,54.2,33,15.7,39.8,3,1.4,124,59,0,0,0,0
District 79,Gender by Ethnicity,Female Asian,"2,001",5 year June,236,77,32.6,24,10.2,31.2,0,0,0,24,10.2,31.2,54,22.9,70.1,24,10.2,132,55.9,2,0.8,1,0.4
District 79,Gender by Ethnicity,Female Asian,"2,004",6 year June,26,10,38.5,10,38.5,100,7,26.9,70,3,11.5,30,0,0,0,5,19.2,11,42.3,0,0,0,0
District 79,Gender by Ethnicity,Female Asian,"2,003",6 year June,123,69,56.1,49,39.8,71,31,25.2,44.9,18,14.6,26.1,20,16.3,29,9,7.3,44,35.8,1,0.8,0,0
District 79,Gender by Ethnicity,Female Asian,"2,002",6 year June,210,83,39.5,50,23.8,60.2,5,2.4,6,45,21.4,54.2,33,15.7,39.8,3,1.4,124,59,0,0,0,0
District 79,Gender by Ethnicity,Female Asian,"2,001",6 year June,236,87,36.9,27,11.4,31,0,0,0,27,11.4,31,61,25.8,70.1,9,3.8,137,58.1,2,0.8,1,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Black,"2,005",4 year August,6,1,16.7,0,0,0,0,0,0,0,0,0,1,16.7,100,3,50,2,33.3,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Black,"2,005",4 year June,6,1,16.7,0,0,0,0,0,0,0,0,0,1,16.7,100,3,50,2,33.3,0,0,0,0
District 79,Gender by Ethnicity,Female Black,"2,004",4 year June,45,20,44.4,5,11.1,25,0,0,0,5,11.1,25,15,33.3,75,17,37.8,8,17.8,0,0,0,0
District 79,Gender by Ethnicity,Female Black,"2,003",4 year June,392,119,30.4,48,12.2,40.3,1,0.3,0.8,47,12,39.5,71,18.1,59.7,54,13.8,204,52,15,3.8,0,0
District 79,Gender by Ethnicity,Female Black,"2,002",4 year June,"1,137",127,11.2,22,1.9,17.3,0,0,0,22,1.9,17.3,105,9.2,82.7,439,38.6,551,48.5,20,1.8,0,0
District 79,Gender by Ethnicity,Female Black,"2,001",4 year June,"1,706",127,7.4,7,0.4,5.5,0,0,0,7,0.4,5.5,120,7,94.5,666,39,889,52.1,23,1.3,1,0.1
District 79,Gender by Ethnicity,Female Black,"2,005",5 year June,7,1,14.3,0,0,0,0,0,0,0,0,0,1,14.3,100,4,57.1,2,28.6,0,0,0,0
District 79,Gender by Ethnicity,Female Black,"2,004",5 year June,42,20,47.6,5,11.9,25,0,0,0,5,11.9,25,15,35.7,75,13,31,9,21.4,0,0,0,0
District 79,Gender by Ethnicity,Female Black,"2,003",5 year June,392,119,30.4,48,12.2,40.3,1,0.3,0.8,47,12,39.5,71,18.1,59.7,54,13.8,204,52,15,3.8,0,0
District 79,Gender by Ethnicity,Female Black,"2,002",5 year June,"1,137",353,31,58,5.1,16.4,0,0,0,58,5.1,16.4,297,26.1,84.1,77,6.8,685,60.2,22,1.9,0,0
District 79,Gender by Ethnicity,Female Black,"2,001",5 year June,"1,706",331,19.4,28,1.6,8.5,0,0,0,28,1.6,8.5,303,17.8,91.5,341,20,1003,58.8,30,1.8,1,0.1
District 79,Gender by Ethnicity,Female Black,"2,004",6 year June,50,20,40,5,10,25,0,0,0,5,10,25,15,30,75,20,40,10,20,0,0,0,0
District 79,Gender by Ethnicity,Female Black,"2,003",6 year June,387,119,30.7,48,12.4,40.3,1,0.3,0.8,47,12.1,39.5,71,18.3,59.7,51,13.2,202,52.2,15,3.9,0,0
District 79,Gender by Ethnicity,Female Black,"2,002",6 year June,"1,137",353,31,58,5.1,16.4,0,0,0,58,5.1,16.4,297,26.1,84.1,77,6.8,685,60.2,22,1.9,0,0
District 79,Gender by Ethnicity,Female Black,"2,001",6 year June,"1,706",444,26,44,2.6,9.9,0,0,0,44,2.6,9.9,401,23.5,90.3,143,8.4,1081,63.4,37,2.2,1,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Hispanic,"2,005",4 year August,8,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,1,12.5,6,75,0,0,1,12.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Hispanic,"2,005",4 year June,8,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,1,12.5,6,75,0,0,1,12.5
District 79,Gender by Ethnicity,Female Hispanic,"2,004",4 year June,50,13,26,5,10,38.5,0,0,0,5,10,38.5,8,16,61.5,14,28,22,44,1,2,0,0
District 79,Gender by Ethnicity,Female Hispanic,"2,003",4 year June,488,157,32.2,51,10.5,32.5,2,0.4,1.3,49,10,31.2,106,21.7,67.5,49,10,273,55.9,8,1.6,1,0.2
District 79,Gender by Ethnicity,Female Hispanic,"2,002",4 year June,"1,116",113,10.1,22,2,19.5,1,0.1,0.9,21,1.9,18.6,91,8.2,80.5,356,31.9,642,57.5,4,0.4,1,0.1
District 79,Gender by Ethnicity,Female Hispanic,"2,001",4 year June,"1,520",117,7.7,5,0.3,4.3,1,0.1,0.9,4,0.3,3.4,113,7.4,96.6,497,32.7,890,58.6,11,0.7,4,0.3
District 79,Gender by Ethnicity,Female Hispanic,"2,005",5 year June,9,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,22.2,7,77.8,0,0,0,0
District 79,Gender by Ethnicity,Female Hispanic,"2,004",5 year June,48,13,27.1,5,10.4,38.5,0,0,0,5,10.4,38.5,8,16.7,61.5,12,25,22,45.8,1,2.1,0,0
District 79,Gender by Ethnicity,Female Hispanic,"2,003",5 year June,488,157,32.2,51,10.5,32.5,2,0.4,1.3,49,10,31.2,106,21.7,67.5,49,10,273,55.9,8,1.6,1,0.2
District 79,Gender by Ethnicity,Female Hispanic,"2,002",5 year June,"1,116",293,26.3,64,5.7,21.8,1,0.1,0.3,63,5.6,21.5,231,20.7,78.8,67,6,749,67.1,6,0.5,1,0.1
District 79,Gender by Ethnicity,Female Hispanic,"2,001",5 year June,"1,520",250,16.4,18,1.2,7.2,2,0.1,0.8,16,1.1,6.4,233,15.3,93.2,279,18.4,971,63.9,15,1,4,0.3
District 79,Gender by Ethnicity,Female Hispanic,"2,004",6 year June,52,13,25,5,9.6,38.5,0,0,0,5,9.6,38.5,8,15.4,61.5,16,30.8,22,42.3,1,1.9,0,0
District 79,Gender by Ethnicity,Female Hispanic,"2,003",6 year June,487,157,32.2,51,10.5,32.5,2,0.4,1.3,49,10.1,31.2,106,21.8,67.5,47,9.7,272,55.9,8,1.6,3,0.6
District 79,Gender by Ethnicity,Female Hispanic,"2,002",6 year June,"1,116",293,26.3,64,5.7,21.8,1,0.1,0.3,63,5.6,21.5,231,20.7,78.8,67,6,749,67.1,6,0.5,1,0.1
District 79,Gender by Ethnicity,Female Hispanic,"2,001",6 year June,"1,520",325,21.4,29,1.9,8.9,3,0.2,0.9,26,1.7,8,297,19.5,91.4,129,8.5,1041,68.5,20,1.3,4,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Native American,"2,001",4 year June,12,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,4,33.3,8,66.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Native American,"2,001",5 year June,12,3,25,1,8.3,33.3,0,0,0,1,8.3,33.3,2,16.7,66.7,0,0,9,75,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Native American,"2,001",6 year June,12,3,25,1,8.3,33.3,0,0,0,1,8.3,33.3,2,16.7,66.7,0,0,9,75,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female White,"2,003",4 year June,82,38,46.3,18,22,47.4,2,2.4,5.3,16,19.5,42.1,20,24.4,52.6,9,11,34,41.5,1,1.2,0,0
District 79,Gender by Ethnicity,Female White,"2,002",4 year June,195,37,19,3,1.5,8.1,0,0,0,3,1.5,8.1,34,17.4,91.9,53,27.2,104,53.3,1,0.5,0,0
District 79,Gender by Ethnicity,Female White,"2,001",4 year June,362,45,12.4,1,0.3,2.2,0,0,0,1,0.3,2.2,44,12.2,97.8,66,18.2,250,69.1,1,0.3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female White,"2,003",5 year June,82,38,46.3,18,22,47.4,2,2.4,5.3,16,19.5,42.1,20,24.4,52.6,9,11,34,41.5,1,1.2,0,0
District 79,Gender by Ethnicity,Female White,"2,002",5 year June,195,67,34.4,12,6.2,17.9,0,0,0,12,6.2,17.9,55,28.2,82.1,10,5.1,117,60,1,0.5,0,0
District 79,Gender by Ethnicity,Female White,"2,001",5 year June,362,69,19.1,3,0.8,4.3,0,0,0,3,0.8,4.3,66,18.2,95.7,28,7.7,263,72.7,1,0.3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female White,"2,003",6 year June,81,38,46.9,18,22.2,47.4,2,2.5,5.3,16,19.8,42.1,20,24.7,52.6,8,9.9,34,42,1,1.2,0,0
District 79,Gender by Ethnicity,Female White,"2,002",6 year June,195,67,34.4,12,6.2,17.9,0,0,0,12,6.2,17.9,55,28.2,82.1,10,5.1,117,60,1,0.5,0,0
District 79,Gender by Ethnicity,Female White,"2,001",6 year June,362,80,22.1,7,1.9,8.8,0,0,0,7,1.9,8.8,73,20.2,91.3,11,3,269,74.3,1,0.3,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Asian,"2,005",4 year August,11,3,27.3,2,18.2,66.7,0,0,0,2,18.2,66.7,1,9.1,33.3,0,0,8,72.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Asian,"2,005",4 year June,11,3,27.3,2,18.2,66.7,0,0,0,2,18.2,66.7,1,9.1,33.3,0,0,8,72.7,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,004",4 year June,37,10,27,9,24.3,90,5,13.5,50,4,10.8,40,1,2.7,10,7,18.9,20,54.1,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,003",4 year June,147,51,34.7,43,29.3,84.3,19,12.9,37.3,24,16.3,47.1,8,5.4,15.7,14,9.5,82,55.8,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,002",4 year June,307,53,17.3,33,10.7,62.3,3,1,5.7,30,9.8,56.6,20,6.5,37.7,66,21.5,187,60.9,0,0,1,0.3
District 79,Gender by Ethnicity,Male Asian,"2,001",4 year June,379,54,14.2,20,5.3,37,0,0,0,20,5.3,37,35,9.2,64.8,89,23.5,233,61.5,0,0,2,0.5
District 79,Gender by Ethnicity,Male Asian,"2,005",5 year June,10,2,20,2,20,100,0,0,0,2,20,100,0,0,0,0,0,8,80,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,004",5 year June,36,10,27.8,9,25,90,5,13.9,50,4,11.1,40,1,2.8,10,7,19.4,19,52.8,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,003",5 year June,147,51,34.7,43,29.3,84.3,19,12.9,37.3,24,16.3,47.1,8,5.4,15.7,14,9.5,82,55.8,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,002",5 year June,307,86,28,50,16.3,58.1,11,3.6,12.8,39,12.7,45.3,36,11.7,41.9,14,4.6,206,67.1,0,0,1,0.3
District 79,Gender by Ethnicity,Male Asian,"2,001",5 year June,379,80,21.1,23,6.1,28.8,0,0,0,23,6.1,28.8,58,15.3,72.5,53,14,243,64.1,0,0,2,0.5
District 79,Gender by Ethnicity,Male Asian,"2,004",6 year June,37,10,27,9,24.3,90,5,13.5,50,4,10.8,40,1,2.7,10,8,21.6,19,51.4,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,003",6 year June,147,51,34.7,43,29.3,84.3,19,12.9,37.3,24,16.3,47.1,8,5.4,15.7,14,9.5,82,55.8,0,0,0,0
District 79,Gender by Ethnicity,Male Asian,"2,002",6 year June,307,86,28,50,16.3,58.1,11,3.6,12.8,39,12.7,45.3,36,11.7,41.9,14,4.6,206,67.1,0,0,1,0.3
District 79,Gender by Ethnicity,Male Asian,"2,001",6 year June,379,95,25.1,28,7.4,29.5,0,0,0,28,7.4,29.5,68,17.9,71.6,34,9,247,65.2,0,0,2,0.5
District 79,Gender by Ethnicity,Male Black,"2,006",4 year August,5,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,40,3,60,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,005",4 year August,15,1,6.7,1,6.7,100,0,0,0,1,6.7,100,0,0,0,6,40,8,53.3,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,006",4 year June,5,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,40,3,60,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,005",4 year June,15,1,6.7,1,6.7,100,0,0,0,1,6.7,100,0,0,0,6,40,8,53.3,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,004",4 year June,71,7,9.9,2,2.8,28.6,0,0,0,2,2.8,28.6,5,7,71.4,35,49.3,29,40.8,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,003",4 year June,479,83,17.3,24,5,28.9,1,0.2,1.2,23,4.8,27.7,59,12.3,71.1,158,33,226,47.2,10,2.1,2,0.4
District 79,Gender by Ethnicity,Male Black,"2,002",4 year June,"1,254",55,4.4,8,0.6,14.5,1,0.1,1.8,7,0.6,12.7,47,3.7,85.5,487,38.8,699,55.7,11,0.9,2,0.2
District 79,Gender by Ethnicity,Male Black,"2,001",4 year June,"2,269",93,4.1,2,0.1,2.2,0,0,0,2,0.1,2.2,91,4,97.8,929,40.9,1218,53.7,28,1.2,1,0
District 79,Gender by Ethnicity,Male Black,"2,005",5 year June,18,1,5.6,1,5.6,100,0,0,0,1,5.6,100,0,0,0,7,38.9,9,50,0,0,1,5.6
District 79,Gender by Ethnicity,Male Black,"2,004",5 year June,63,7,11.1,2,3.2,28.6,0,0,0,2,3.2,28.6,5,7.9,71.4,22,34.9,33,52.4,0,0,1,1.6
District 79,Gender by Ethnicity,Male Black,"2,003",5 year June,479,83,17.3,24,5,28.9,1,0.2,1.2,23,4.8,27.7,59,12.3,71.1,158,33,226,47.2,10,2.1,2,0.4
District 79,Gender by Ethnicity,Male Black,"2,002",5 year June,"1,254",213,17,43,3.4,20.2,1,0.1,0.5,42,3.3,19.7,170,13.6,79.8,190,15.2,831,66.3,18,1.4,2,0.2
District 79,Gender by Ethnicity,Male Black,"2,001",5 year June,"2,269",213,9.4,15,0.7,7,0,0,0,15,0.7,7,198,8.7,93,725,32,1299,57.2,31,1.4,1,0
District 79,Gender by Ethnicity,Male Black,"2,004",6 year June,71,7,9.9,2,2.8,28.6,0,0,0,2,2.8,28.6,5,7,71.4,29,40.8,35,49.3,0,0,0,0
District 79,Gender by Ethnicity,Male Black,"2,003",6 year June,474,83,17.5,24,5.1,28.9,1,0.2,1.2,23,4.9,27.7,59,12.4,71.1,152,32.1,224,47.3,10,2.1,5,1.1
District 79,Gender by Ethnicity,Male Black,"2,002",6 year June,"1,254",213,17,43,3.4,20.2,1,0.1,0.5,42,3.3,19.7,170,13.6,79.8,190,15.2,831,66.3,18,1.4,2,0.2
District 79,Gender by Ethnicity,Male Black,"2,001",6 year June,"2,269",315,13.9,31,1.4,9.8,0,0,0,31,1.4,9.8,287,12.6,91.1,555,24.5,1363,60.1,35,1.5,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Hispanic,"2,005",4 year August,12,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,3,25,9,75,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Hispanic,"2,005",4 year June,12,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,3,25,9,75,0,0,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,004",4 year June,54,7,13,3,5.6,42.9,0,0,0,3,5.6,42.9,4,7.4,57.1,17,31.5,28,51.9,2,3.7,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,003",4 year June,584,97,16.6,35,6,36.1,1,0.2,1,34,5.8,35.1,62,10.6,63.9,188,32.2,294,50.3,4,0.7,1,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,002",4 year June,"1,303",79,6.1,16,1.2,20.3,3,0.2,3.8,13,1,16.5,63,4.8,79.7,427,32.8,781,59.9,14,1.1,2,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,001",4 year June,"2,149",78,3.6,4,0.2,5.1,0,0,0,4,0.2,5.1,74,3.4,94.9,776,36.1,1270,59.1,25,1.2,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,005",5 year June,13,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,3,23.1,10,76.9,0,0,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,004",5 year June,47,7,14.9,3,6.4,42.9,0,0,0,3,6.4,42.9,4,8.5,57.1,10,21.3,28,59.6,2,4.3,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,003",5 year June,584,97,16.6,35,6,36.1,1,0.2,1,34,5.8,35.1,62,10.6,63.9,188,32.2,294,50.3,4,0.7,1,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,002",5 year June,"1,303",219,16.8,46,3.5,21,3,0.2,1.4,43,3.3,19.6,174,13.4,79.5,177,13.6,884,67.8,21,1.6,2,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,001",5 year June,"2,149",189,8.8,17,0.8,9,1,0,0.5,16,0.7,8.5,173,8.1,91.5,580,27,1349,62.8,31,1.4,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,004",6 year June,56,7,12.5,3,5.4,42.9,0,0,0,3,5.4,42.9,4,7.1,57.1,18,32.1,29,51.8,2,3.6,0,0
District 79,Gender by Ethnicity,Male Hispanic,"2,003",6 year June,580,97,16.7,35,6,36.1,1,0.2,1,34,5.9,35.1,62,10.7,63.9,186,32.1,292,50.3,4,0.7,1,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,002",6 year June,"1,303",219,16.8,46,3.5,21,3,0.2,1.4,43,3.3,19.6,174,13.4,79.5,177,13.6,884,67.8,21,1.6,2,0.2
District 79,Gender by Ethnicity,Male Hispanic,"2,001",6 year June,"2,149",272,12.7,36,1.7,13.2,1,0,0.4,35,1.6,12.9,239,11.1,87.9,429,20,1411,65.7,37,1.7,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Native American,"2,003",4 year June,6,2,33.3,1,16.7,50,0,0,0,1,16.7,50,1,16.7,50,1,16.7,3,50,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,002",4 year June,17,1,5.9,0,0,0,0,0,0,0,0,0,1,5.9,100,6,35.3,10,58.8,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,001",4 year June,15,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,6,40,9,60,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Native American,"2,003",5 year June,6,2,33.3,1,16.7,50,0,0,0,1,16.7,50,1,16.7,50,1,16.7,3,50,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,002",5 year June,17,4,23.5,0,0,0,0,0,0,0,0,0,4,23.5,100,3,17.6,10,58.8,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,001",5 year June,15,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,6,40,9,60,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male Native American,"2,003",6 year June,6,2,33.3,1,16.7,50,0,0,0,1,16.7,50,1,16.7,50,1,16.7,3,50,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,002",6 year June,17,4,23.5,0,0,0,0,0,0,0,0,0,4,23.5,100,3,17.6,10,58.8,0,0,0,0
District 79,Gender by Ethnicity,Male Native American,"2,001",6 year June,15,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,6,40,9,60,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male White,"2,004",4 year June,10,3,30,2,20,66.7,0,0,0,2,20,66.7,1,10,33.3,2,20,5,50,0,0,0,0
District 79,Gender by Ethnicity,Male White,"2,003",4 year June,105,39,37.1,18,17.1,46.2,0,0,0,18,17.1,46.2,21,20,53.8,13,12.4,52,49.5,1,1,0,0
District 79,Gender by Ethnicity,Male White,"2,002",4 year June,255,31,12.2,2,0.8,6.5,0,0,0,2,0.8,6.5,29,11.4,93.5,62,24.3,161,63.1,1,0.4,0,0
District 79,Gender by Ethnicity,Male White,"2,001",4 year June,528,37,7,2,0.4,5.4,0,0,0,2,0.4,5.4,35,6.6,94.6,96,18.2,390,73.9,5,0.9,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Male White,"2,004",5 year June,10,3,30,2,20,66.7,0,0,0,2,20,66.7,1,10,33.3,2,20,5,50,0,0,0,0
District 79,Gender by Ethnicity,Male White,"2,003",5 year June,105,39,37.1,18,17.1,46.2,0,0,0,18,17.1,46.2,21,20,53.8,13,12.4,52,49.5,1,1,0,0
District 79,Gender by Ethnicity,Male White,"2,002",5 year June,255,61,23.9,9,3.5,14.8,0,0,0,9,3.5,14.8,52,20.4,85.2,18,7.1,175,68.6,1,0.4,0,0
District 79,Gender by Ethnicity,Male White,"2,001",5 year June,528,66,12.5,4,0.8,6.1,1,0.2,1.5,3,0.6,4.5,62,11.7,93.9,61,11.6,396,75,5,0.9,0,0
District 79,Gender by Ethnicity,Male White,"2,004",6 year June,13,3,23.1,2,15.4,66.7,0,0,0,2,15.4,66.7,1,7.7,33.3,5,38.5,5,38.5,0,0,0,0
District 79,Gender by Ethnicity,Male White,"2,003",6 year June,105,39,37.1,18,17.1,46.2,0,0,0,18,17.1,46.2,21,20,53.8,13,12.4,52,49.5,1,1,0,0
District 79,Gender by Ethnicity,Male White,"2,002",6 year June,255,61,23.9,9,3.5,14.8,0,0,0,9,3.5,14.8,52,20.4,85.2,18,7.1,175,68.6,1,0.4,0,0
District 79,Gender by Ethnicity,Male White,"2,001",6 year June,528,83,15.7,8,1.5,9.6,1,0.2,1.2,7,1.3,8.4,76,14.4,91.6,40,7.6,400,75.8,5,0.9,0,0
District 79,Poverty Status,Econ Disadv,"2,006",4 year August,8,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,25,6,75,0,0,0,0
District 79,Poverty Status,Econ Disadv,"2,005",4 year August,45,5,11.1,2,4.4,40,0,0,0,2,4.4,40,3,6.7,60,7,15.6,32,71.1,0,0,1,2.2
District 79,Poverty Status,Econ Disadv,"2,006",4 year June,8,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,25,6,75,0,0,0,0
District 79,Poverty Status,Econ Disadv,"2,005",4 year June,45,5,11.1,2,4.4,40,0,0,0,2,4.4,40,3,6.7,60,7,15.6,32,71.1,0,0,1,2.2
District 79,Poverty Status,Econ Disadv,"2,004",4 year June,200,55,27.5,27,13.5,49.1,12,6,21.8,15,7.5,27.3,28,14,50.9,60,30,82,41,3,1.5,0,0
District 79,Poverty Status,Econ Disadv,"2,003",4 year June,"1,113",487,43.8,205,18.4,42.1,57,5.1,11.7,148,13.3,30.4,282,25.3,57.9,135,12.1,474,42.6,16,1.4,1,0.1
District 79,Poverty Status,Econ Disadv,"2,002",4 year June,"2,103",333,15.8,91,4.3,27.3,8,0.4,2.4,83,3.9,24.9,242,11.5,72.7,1131,53.8,626,29.8,10,0.5,3,0.1
District 79,Poverty Status,Econ Disadv,"2,001",4 year June,"3,225",425,13.2,52,1.6,12.2,1,0,0.2,51,1.6,12,374,11.6,88,1485,46,1284,39.8,21,0.7,9,0.3
District 79,Poverty Status,Econ Disadv,"2,005",5 year June,50,3,6,2,4,66.7,0,0,0,2,4,66.7,1,2,33.3,12,24,34,68,0,0,1,2
District 79,Poverty Status,Econ Disadv,"2,004",5 year June,182,55,30.2,27,14.8,49.1,12,6.6,21.8,15,8.2,27.3,28,15.4,50.9,40,22,84,46.2,3,1.6,0,0
District 79,Poverty Status,Econ Disadv,"2,003",5 year June,"1,113",487,43.8,205,18.4,42.1,57,5.1,11.7,148,13.3,30.4,282,25.3,57.9,135,12.1,474,42.6,16,1.4,1,0.1
District 79,Poverty Status,Econ Disadv,"2,002",5 year June,"2,103",954,45.4,219,10.4,23,21,1,2.2,198,9.4,20.8,739,35.1,77.5,150,7.1,972,46.2,24,1.1,3,0.1
District 79,Poverty Status,Econ Disadv,"2,001",5 year June,"3,225",829,25.7,101,3.1,12.2,3,0.1,0.4,98,3,11.8,731,22.7,88.2,829,25.7,1524,47.3,33,1,9,0.3
District 79,Poverty Status,Econ Disadv,"2,004",6 year June,202,55,27.2,27,13.4,49.1,12,5.9,21.8,15,7.4,27.3,28,13.9,50.9,60,29.7,84,41.6,3,1.5,0,0
District 79,Poverty Status,Econ Disadv,"2,003",6 year June,"1,102",487,44.2,205,18.6,42.1,57,5.2,11.7,148,13.4,30.4,282,25.6,57.9,124,11.3,469,42.6,16,1.5,6,0.5
District 79,Poverty Status,Econ Disadv,"2,002",6 year June,"2,103",954,45.4,219,10.4,23,21,1,2.2,198,9.4,20.8,739,35.1,77.5,150,7.1,972,46.2,24,1.1,3,0.1
